frame_number,Timestamp,system_time,video_time_seconds,Latitude,Longitude,gps_altitude,gps_speed_kmh,gps_course_degrees,gps_fix_quality,gps_satellites,gps_hdop,imu_accel_x,imu_accel_y,imu_accel_z,imu_accel_magnitude,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_gyro_magnitude,imu_mag_x,imu_mag_y,imu_mag_z,imu_mag_magnitude,imu_temperature,gps_data_age_seconds,imu_data_age_seconds
331,2025-08-27T16:52:11.050197,52:11.1,36.764,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.339,-0.1621,9.8688,9.9606,-1.163,-2.289,-19.762,19.928,133.3,120.57,-421.54,458.26,19.41,1.666,0.004
332,2025-08-27T16:52:11.150686,52:11.1,36.864,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.6586,-0.3924,9.9824,10.1269,14.023,3.893,-4.978,15.382,-391.27,-249.14,-214.71,511.14,41.54,1.766,0.002
333,2025-08-27T16:52:11.251262,52:11.3,36.965,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.4765,-0.6941,9.6546,9.6912,13.433,-2.055,-14.086,19.573,254.58,250.93,-307.78,471.71,21.41,1.867,0
334,2025-08-27T16:52:11.351713,52:11.4,37.065,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.9329,0.5049,9.9305,9.987,-13.969,-7.59,-14.04,21.21,291.05,-239.33,-311.61,488.96,24.31,1.967,-0.003
335,2025-08-27T16:52:11.451862,52:11.5,37.165,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.0945,0.8082,9.7068,9.7408,10.079,6.782,-4.54,12.969,102.89,-124.87,-211.03,265.92,21.76,2.068,-0.005
336,2025-08-27T16:52:11.552655,52:11.6,37.266,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.2503,0.5419,10.166,10.1835,0.566,5.397,11.382,12.609,370.86,-398.46,-546.36,771.25,38.63,2.168,0.013
337,2025-08-27T16:52:11.653470,52:11.7,37.367,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.3903,-0.6272,9.9187,10.0353,-12.404,-3.148,-13.179,18.37,225.4,142.78,-282.22,388.38,42.81,2.269,0.012
338,2025-08-27T16:52:11.754241,52:11.8,37.468,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.5294,0.708,10.0588,10.0975,-10.133,8.443,11.568,17.543,-208.73,380.13,-387.07,581.28,35.84,2.37,0.01
339,2025-08-27T16:52:11.854434,52:11.9,37.568,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.0614,-0.6544,9.5515,9.5741,-6.455,4.206,8.601,11.547,246.24,-266.9,-517.9,632.53,43.36,2.47,0.007
340,2025-08-27T16:52:11.955143,52:12.0,37.668,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.9257,-0.4759,9.6358,9.6919,4.164,8.478,17.328,19.735,218.12,346.76,-590.22,718.45,19.9,2.571,0.004
341,2025-08-27T16:52:12.055383,52:12.1,37.769,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.1108,0.2121,10.0677,10.131,7.947,4.633,-0.422,9.209,-288.41,-226.9,-411,550.99,33.22,2.671,0.001
342,2025-08-27T16:52:12.155710,52:12.2,37.869,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.0791,0.5477,10.0727,10.1451,-2.603,0.86,-8.018,8.474,-42.89,-147.59,-302.86,339.62,38.81,2.771,-0.002
343,2025-08-27T16:52:12.256404,52:12.3,37.97,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.5262,0.0313,9.5776,9.5921,4.515,5.092,-13.007,14.68,347.24,327.15,-328.64,579.31,35.26,2.872,-0.003
344,2025-08-27T16:52:12.356676,52:12.4,38.07,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.475,0.7492,9.739,9.8785,-1.67,2.836,13.185,13.59,-131.82,-22.57,-536.94,553.34,32.23,2.972,-0.005
345,2025-08-27T16:52:12.457370,52:12.5,38.171,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.088,-0.3166,10.1731,10.1784,-14.215,-0.044,-20.75,25.152,22.07,-59.25,-361.64,367.12,18.79,3.073,-0.007
346,2025-08-27T16:52:12.558119,52:12.6,38.271,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.4714,-0.6739,9.9662,10.0001,-11.11,0.137,20.959,23.722,-343.88,-272.34,-253.58,506.68,28.91,3.174,0.012
347,2025-08-27T16:52:12.658426,52:12.7,38.372,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.21,0.0695,9.6069,9.6095,5.279,2.116,-21.855,22.583,-65.29,-197.82,-504.59,545.9,38.52,3.274,0.01
348,2025-08-27T16:52:12.759061,52:12.8,38.472,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.0141,-0.1744,10.1319,10.1334,3.533,3.424,16.201,16.932,311.29,107.11,-392.19,512.04,25.45,3.375,0.007
349,2025-08-27T16:52:12.859943,52:12.9,38.573,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.0119,0.2577,10.2138,10.2171,-0.774,8.028,24.97,26.24,-314.77,-399.23,-324.06,602.89,25.84,3.476,0.005
350,2025-08-27T16:52:12.960182,52:13.0,38.674,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.995,0.5663,9.7511,9.9691,7.252,1.576,-0.971,7.485,150.22,-248.37,-289.32,409.83,39.14,3.576,0.004
351,2025-08-27T16:52:13.061184,52:13.1,38.775,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.4115,-0.7992,10.0239,10.0641,-0.717,-9.206,4.162,10.128,192.51,-270.91,-411.77,529.15,36.69,3.677,0.002
352,2025-08-27T16:52:13.162012,52:13.2,38.875,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.3692,0.4801,9.895,9.9136,7.417,7.1,8.351,13.235,-195.06,-127.83,-399.68,462.75,39.95,3.778,-0.002
353,2025-08-27T16:52:13.262243,52:13.3,38.976,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.0015,-0.7845,10.03,10.1104,3.13,-4.327,-1.064,5.445,276.07,-140.16,-444.78,541.94,37.36,3.878,-0.005
354,2025-08-27T16:52:13.362346,52:13.4,39.076,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.3566,0.5722,9.5966,9.7089,-4.189,6.137,-16.444,18.044,191.85,124.5,-545.1,591.14,32.89,3.978,0.012
355,2025-08-27T16:52:13.462407,52:13.5,39.176,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.7802,-0.0853,9.697,9.7287,13.853,9.149,-17.089,23.826,-392.58,165.07,-430.11,605.28,38.23,4.078,0.01
356,2025-08-27T16:52:13.562952,52:13.6,39.276,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.6051,0.6033,9.97,10.0066,-2.658,-7.688,-9.518,12.521,-351.29,-374.21,-504.72,719.85,29.24,4.179,0.006
357,2025-08-27T16:52:13.663111,52:13.7,39.376,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.4066,-0.4151,9.5302,9.5479,7.01,9.526,-19.076,22.445,305.29,40.97,-260.06,403.13,24.48,4.279,0.004
358,2025-08-27T16:52:13.763969,52:13.8,39.477,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.1947,0.8414,9.6102,9.649,-9.868,-8.125,2.491,13.023,250.47,383.02,-410.51,614.78,44.85,4.38,0.002
359,2025-08-27T16:52:13.864031,52:13.9,39.577,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.3434,-0.3817,9.8698,9.9681,12.448,-1.35,-6.02,13.893,334.59,-5.39,-270.64,430.38,43.67,4.48,-0.001
360,2025-08-27T16:52:13.964226,52:14.0,39.678,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.8693,0.1764,9.8654,9.9052,-12.218,-7.98,-18.741,23.752,-317.68,146.64,-236.76,422.47,42.16,4.58,-0.004
361,2025-08-27T16:52:14.064979,52:14.1,39.778,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.2006,-0.3384,9.6206,9.6287,-3.757,-3.28,-11.096,12.166,-232.87,332.84,-314.46,513.71,42.87,4.681,-0.005
362,2025-08-27T16:52:14.165935,52:14.2,39.879,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.216,0.578,9.7707,9.863,-9.101,-9.933,6.428,14.926,61.3,126.71,-338.78,366.86,44.63,4.782,0.013
363,2025-08-27T16:52:14.266523,52:14.3,39.98,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.8759,0.4568,9.9804,10.0292,2.979,-8.078,17.459,19.466,297.95,54.76,-256.94,397.23,20.54,4.882,0.011
364,2025-08-27T16:52:14.366912,52:14.4,40.08,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.2762,-0.6266,9.935,9.9586,4.3,-0.525,9.724,10.646,284.61,327.13,-206.78,480.39,32.28,4.983,0.009
365,2025-08-27T16:52:14.467412,52:14.5,40.181,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.1787,0.3638,10.064,10.0722,-5.557,-9.605,0.479,11.107,-395.44,210.3,-436.48,625.39,25.92,5.083,0.006
366,2025-08-27T16:52:14.567642,52:14.6,40.281,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.7712,-0.6069,9.5012,9.5517,-1.885,6.293,17.943,19.108,31.64,-209.17,-376.73,432.06,28.4,5.183,0.004
367,2025-08-27T16:52:14.668030,52:14.7,40.381,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.7174,-0.5325,9.6372,9.8035,4.915,7.578,-8.26,12.24,13.43,-283.11,-275.77,395.45,44.55,5.284,-0.003
368,2025-08-27T16:52:14.769087,52:14.8,40.482,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.8823,0.2414,9.8586,9.9009,-0.212,-2.675,21.625,21.791,-387.02,44.92,-331.12,511.31,34.68,5.385,-0.005
369,2025-08-27T16:52:14.869099,52:14.9,40.582,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.2616,0.3391,9.616,9.7044,11.14,-7.308,15.063,20.11,205.02,85.44,-490.18,538.15,30.66,5.485,-0.006
370,2025-08-27T16:52:14.969877,52:15.0,40.683,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.764,0.3833,9.8469,9.8839,-9.541,6.309,-14.147,18.193,319.12,276.55,-456.9,622.15,19.35,5.586,0.012
371,2025-08-27T16:52:15.070776,52:15.1,40.784,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.3823,0.0293,9.8328,9.9295,-13.97,-5.374,18.367,23.694,-232.51,152.53,-471.35,547.26,28.79,5.687,0.011
372,2025-08-27T16:52:15.171314,52:15.2,40.885,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.5024,-0.6357,9.9871,10.1195,-10.788,-3.998,-11.941,16.582,29.39,-390.03,-273.12,477.05,35.01,5.787,0.009
373,2025-08-27T16:52:15.271589,52:15.3,40.985,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.0781,-0.4096,9.9726,9.9813,11.551,4.504,-16.489,20.63,-304.56,197.88,-314.33,480.33,40.07,5.887,0.006
374,2025-08-27T16:52:15.371621,52:15.4,41.085,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.1793,-0.8743,10.0388,10.1456,0.422,-6.843,-12.176,13.974,160.36,-319.91,-531.16,640.46,39.33,5.987,0.004
375,2025-08-27T16:52:15.471747,52:15.5,41.185,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.0143,0.3827,9.8048,9.8646,-5.026,-6.39,8.003,11.408,-105.92,-193.13,-540.35,583.52,39.26,6.088,-0.002
376,2025-08-27T16:52:15.572048,52:15.6,41.285,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.2881,-0.6572,9.6739,9.7005,14.467,5.392,-13.91,20.781,90.94,136.22,-556.56,580.16,43.17,6.188,-0.005
377,2025-08-27T16:52:15.672726,52:15.7,41.386,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.8732,0.0089,9.5416,9.5815,-6.587,-0.405,3.326,7.391,211.03,14.5,-351.63,410.35,40.39,6.289,-0.007
378,2025-08-27T16:52:15.773462,52:15.8,41.487,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.7315,0.7566,10.0194,10.0745,11.26,-7.806,-21.031,25.101,-87.73,-191.52,-202.38,292.12,24.4,6.389,0.01
379,2025-08-27T16:52:15.873782,52:15.9,41.587,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.174,0.6033,10.001,10.0877,-8.324,3.341,17.427,19.599,-214.09,153.39,-586.56,642.97,20.6,6.49,0.009
380,2025-08-27T16:52:15.974298,52:16.0,41.688,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.7635,-0.1622,9.736,9.8958,0.946,0.367,15.121,15.155,-369.13,375.22,-501.15,726.77,22.63,6.59,0.006
381,2025-08-27T16:52:16.075167,52:16.1,41.788,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.287,0.2753,10.1627,10.1705,7.374,8.664,-3.52,11.909,309.42,-393.07,-415.55,650.33,43.64,6.691,0.004
382,2025-08-27T16:52:16.175233,52:16.2,41.889,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.5237,-0.633,9.4552,9.4909,-4.654,-0.168,10.508,11.493,-345.15,-395.65,-564.73,771.09,32.38,6.791,0.001
383,2025-08-27T16:52:16.275677,52:16.3,41.989,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.3573,0.4843,9.6419,9.6607,6.471,9.484,-6.722,13.304,-82.71,0.58,-398.23,406.73,28.52,6.891,-0.001
384,2025-08-27T16:52:16.376365,52:16.4,42.09,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.4758,-0.0344,9.7477,9.7594,-12.326,8.531,22.162,26.756,-384.16,-239.86,-274.22,529.44,39.1,6.992,-0.003
385,2025-08-27T16:52:16.477201,52:16.5,42.191,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.6851,-0.2046,9.9839,10.0094,4.162,4.268,10.654,12.208,-249.46,322.21,-455.23,610.97,33.14,7.093,-0.005
386,2025-08-27T16:52:16.577354,52:16.6,42.291,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.822,0.0034,10.0234,10.057,14.043,-6.981,16.843,23.014,-92.2,329,-446.55,562.27,43.35,7.193,0.013
387,2025-08-27T16:52:16.677672,52:16.7,42.391,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.6501,0.4568,9.991,10.1366,-2.172,1.096,-19.664,19.814,16.07,142.96,-214.2,258.03,20.77,7.293,0.011
388,2025-08-27T16:52:16.778056,52:16.8,42.491,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.1461,0.6832,10.156,10.2433,-1.982,3.906,0.393,4.398,278.97,106.83,-546.21,622.56,38.04,7.394,0.009
389,2025-08-27T16:52:16.878778,52:16.9,42.592,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.9143,0.6527,9.7209,9.7856,13.921,-2.896,-6.282,15.545,8.4,-309.98,-244.85,395.11,38.26,7.495,0.007
390,2025-08-27T16:52:16.979085,52:17.0,42.692,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.8345,0.5634,10.0249,10.2069,5.813,3.455,10.934,12.856,-318.86,166.13,-292.27,463.35,32.34,7.595,0.005
391,2025-08-27T16:52:17.079247,52:17.1,42.793,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.1289,-0.8587,9.6647,9.7683,10.342,0.854,9.406,14.005,-394.51,220.17,-399.16,602.86,37.03,7.695,0.003
392,2025-08-27T16:52:17.180026,52:17.2,42.893,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.2468,-0.2933,10.1852,10.1924,13.457,7.482,7.091,16.952,-141.83,390.14,-581.64,714.59,31.55,7.796,0.002
393,2025-08-27T16:52:17.280752,52:17.3,42.994,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.1005,0.1797,10.0549,10.1165,4.15,6.42,-13.475,15.492,-159.2,192.29,-269.17,367.11,21.44,7.897,-0.002
394,2025-08-27T16:52:17.381491,52:17.4,43.095,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.1378,0.834,9.7718,9.8083,-6.67,-0.173,-20.134,21.211,39.51,184.36,-420.6,460.92,34.04,7.997,-0.004
395,2025-08-27T16:52:17.482485,52:17.5,43.196,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.7758,0.8668,10.0941,10.1609,4.727,-1.533,16.987,17.699,-388.01,-370.93,-344.65,637.91,28.86,8.098,-0.006
396,2025-08-27T16:52:17.582780,52:17.6,43.296,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.3897,0.1873,9.9458,10.0442,12.384,-9.647,14.039,21.06,232.77,-92.25,-560.34,613.73,44.44,8.199,0.011
397,2025-08-27T16:52:17.683411,52:17.7,43.397,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.9865,0.5097,9.4935,9.5582,-2.254,4.269,23.572,24.061,271.49,8.73,-277.61,388.39,32.74,8.299,0.009
398,2025-08-27T16:52:17.783547,52:17.8,43.497,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.4397,0.4531,9.8275,9.8477,1.481,7.865,16.329,18.185,334.69,145.41,-296.88,470.42,40.23,8.399,0.005
399,2025-08-27T16:52:17.883649,52:17.9,43.597,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.2176,0.7753,9.6902,9.7236,-2.203,0.66,1.458,2.723,-76.61,382.75,-320.2,504.87,32.3,8.499,0.004
400,2025-08-27T16:52:17.984198,52:18.0,43.698,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.0325,0.6357,10.137,10.2092,-7.606,-9.847,-10.847,16.506,-110.4,-69.65,-478.26,495.75,40.76,8.6,0.002
401,2025-08-27T16:52:18.084474,52:18.1,43.798,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.1001,0.4047,9.7662,9.8362,-7.285,-3.159,-21.582,22.997,139.09,-259.55,-356.01,462.02,25.47,8.7,-0.002
402,2025-08-27T16:52:18.184837,52:18.2,43.898,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.7397,-0.207,9.494,9.525,2.286,9.154,2.623,9.793,-152.4,51.51,-218.18,271.07,37.13,8.801,-0.005
403,2025-08-27T16:52:18.285816,52:18.3,43.999,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.2562,0.7986,9.71,9.8235,0.722,-7.076,-6.222,9.45,220.39,41.79,-375.21,437.15,41.14,8.902,-0.007
404,2025-08-27T16:52:18.385989,52:18.4,44.099,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.2775,0.1912,9.577,9.6637,-1.026,2.791,-1.238,3.221,376.2,78.48,-585.14,700.06,26.7,9.002,0.01
405,2025-08-27T16:52:18.486091,52:18.5,44.199,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.6442,-0.4072,9.7981,9.8277,12.684,-8.574,2.928,15.588,-51.65,250.51,-578.41,632.44,23.67,9.102,0.007
406,2025-08-27T16:52:18.586519,52:18.6,44.3,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.2865,0.2148,9.9026,9.9882,-6.324,5.987,20.619,22.383,353.27,-15.13,-522.94,631.26,20.44,9.202,0.005
407,2025-08-27T16:52:18.686824,52:18.7,44.4,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.1149,-0.1953,9.5667,9.6335,-6.731,-8.797,-10.328,15.145,-241.29,208.76,-487.95,583.01,42.86,9.303,0.002
408,2025-08-27T16:52:18.787663,52:18.8,44.501,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.1295,0.1151,9.6723,9.6738,0.956,-4.31,-9.354,10.343,361.61,128.53,-283.1,476.89,33.94,9.403,0.001
409,2025-08-27T16:52:18.888719,52:18.9,44.602,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.2285,0.3629,9.7658,9.8494,4.443,-3.563,19.821,20.623,203.99,-388.98,-539.19,695.45,37.4,9.505,0
410,2025-08-27T16:52:18.989466,52:19.0,44.703,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.3988,0.3808,9.8679,9.8833,3.745,-9.407,1.929,10.307,-196.83,340.2,-347.87,524.88,22.77,9.605,-0.004
411,2025-08-27T16:52:19.090240,52:19.1,44.804,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.4001,0.1126,9.8277,9.8365,1.84,-5.98,3.81,7.325,235.58,326.37,-275.43,487.72,43.75,9.706,-0.006
412,2025-08-27T16:52:19.190851,52:19.2,44.904,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.4602,-0.0556,9.5761,9.687,11.09,-2.321,13.185,17.384,283.28,-21.16,-498.2,573.5,23.71,9.807,0.012
413,2025-08-27T16:52:19.291326,52:19.3,45.005,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.0431,-0.3681,10.1577,10.2178,4.185,-4.199,-4.653,7.536,-130.11,-275.47,-368.83,478.38,40.71,9.907,0.01
414,2025-08-27T16:52:19.391657,52:19.4,45.105,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.4189,0.0871,9.5888,9.5983,2.241,-9.981,-15.779,18.805,272.14,-323.2,-416.42,593.23,23.84,10.007,0.006
415,2025-08-27T16:52:19.492115,52:19.5,45.205,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.3806,0.6381,9.8182,9.9353,-6.84,7.176,1.725,10.062,118.61,320.02,-556.29,652.64,27.83,10.108,0.004
416,2025-08-27T16:52:19.592646,52:19.6,45.306,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.4525,-0.5114,9.9788,10.097,-10.088,-4.541,18.725,21.749,230.32,171.72,-419.83,508.72,25.63,10.208,0.003
417,2025-08-27T16:52:19.693557,52:19.7,45.407,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.476,0.1766,10.0549,10.1642,-9.185,1.774,-6.399,11.334,58.39,-232.62,-403.98,469.81,43.04,10.309,-0.002
418,2025-08-27T16:52:19.793733,52:19.8,45.507,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.5062,-0.4773,9.8477,9.9736,13.19,-4.078,-24.173,27.838,-55.37,231.71,-408.33,472.74,39.21,10.41,-0.004
419,2025-08-27T16:52:19.894510,52:19.9,45.608,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.0473,-0.0489,9.6949,9.7514,0.802,0.288,-13.802,13.828,-296.96,386.06,-371.46,612.54,30.85,10.51,-0.006
420,2025-08-27T16:52:19.994853,52:20.0,45.708,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.684,-0.0814,10.085,10.1085,1.261,4.231,23.914,24.318,19.25,130.95,-554.58,570.15,34.11,10.611,0.013
421,2025-08-27T16:52:20.095140,52:20.1,45.808,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.2792,0.5657,9.8633,9.962,-10.537,4.648,-23.081,25.795,321.58,-102.27,-239.21,413.63,25.56,10.711,0.011
422,2025-08-27T16:52:20.195707,52:20.2,45.909,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.5676,-0.0705,9.9738,9.9901,2.275,-3.263,22.579,22.927,-173.38,356.64,-493.41,633.02,21.28,10.811,0.007
423,2025-08-27T16:52:20.296166,52:20.3,46.009,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.4444,-0.3571,10.2041,10.312,14.043,-6.791,2.383,15.78,174.3,-279.79,-528.84,623.16,34.22,10.912,0.006
424,2025-08-27T16:52:20.397217,52:20.4,46.111,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.1401,0.4862,9.9738,10.0505,6.591,0.72,-19.58,20.672,388.21,-77.85,-337.26,520.11,27.91,11.013,0.005
425,2025-08-27T16:52:20.497910,52:20.5,46.211,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.5801,-0.6424,9.4523,9.4919,-7.507,6.294,12.778,16.101,-103.68,-163.63,-322.89,376.54,44.8,11.114,0.003
426,2025-08-27T16:52:20.598306,52:20.6,46.312,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.9301,0.8781,9.8387,10.0646,-0.164,3.599,-5.403,6.494,-30.13,-47.69,-208.1,215.61,27.28,11.214,0.002
427,2025-08-27T16:52:20.698674,52:20.7,46.412,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.3101,0.481,9.7756,9.8748,-11.386,3.268,22.813,25.705,-33.66,-173.84,-379.12,418.43,24.81,11.314,-0.001
428,2025-08-27T16:52:20.798744,52:20.8,46.512,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.3731,0.4739,9.5997,9.6186,1.153,5.274,-12.898,13.983,-342.15,-67.59,-425.13,549.88,36.01,11.415,-0.005
429,2025-08-27T16:52:20.899498,52:20.9,46.613,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.0114,-0.181,9.9046,9.9577,13.748,-9.658,-20.608,26.589,202.7,43.59,-241.69,318.43,22.87,11.515,-0.007
430,2025-08-27T16:52:21.000331,52:21.0,46.714,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,0.8502,-0.3552,9.7738,9.8171,5.406,8.596,16.891,19.708,381.32,85.55,-247.28,462.47,27.73,11.616,0.012
431,2025-08-27T16:52:21.100772,52:21.1,46.814,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-0.0527,-0.7172,9.8153,9.8416,3.532,-4.187,-9.378,10.861,397.81,84.68,-234.56,469.51,38.59,11.717,0.009
432,2025-08-27T16:52:21.201258,52:21.2,46.915,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,1.6411,0.1916,9.7409,9.88,-6.304,-5.01,10.682,13.377,-179.65,296.99,-494.64,604.28,26.64,11.817,0.007
433,2025-08-27T16:52:21.302026,52:21.3,47.015,26.66442667,92.76877717,73.8,23.896356,342.31,1,5,3.42,-1.2059,-0.6624,9.4503,9.5499,6.311,1.631,-12.069,13.717,-208.18,-93.55,-363.93,429.58,20.49,11.918,0.005
434,2025-08-27T16:52:21.402623,52:21.4,47.116,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.1823,-0.7445,9.4527,9.4837,2.861,-1.843,15.933,16.292,114.03,262.29,-531.49,603.55,22.54,0.013,0.003
435,2025-08-27T16:52:21.503432,52:21.5,47.217,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.1229,-0.336,9.6053,9.6765,8.364,-7.852,-17.701,21.093,-199.79,-134.74,-203.13,315.17,30.68,0.114,0.002
436,2025-08-27T16:52:21.603924,52:21.6,47.317,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.342,0.2991,10.2119,10.222,14.406,-4.907,-15.496,21.719,60,-224.02,-307.99,385.54,19.57,0.215,-0.002
