frame_number,detection_id,tracking_id,manual_timestamp,wall_time_iso,overlay_time,overlay_date,overlay_gps,overlay_accel_g,overlay_gyro_deg_s,overlay_ok,overlay_conf,overlay_ms,class,confidence,bbox_x,bbox_y,bbox_w,bbox_h,position,distance_m,timestamp,system_time,video_time_seconds,latitude,longitude,gps_altitude,gps_speed_kmh,gps_course_degrees,gps_fix_quality,gps_satellites,gps_hdop,imu_accel_x,imu_accel_y,imu_accel_z,imu_accel_magnitude,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_gyro_magnitude,imu_mag_x,imu_mag_y,imu_mag_z,imu_mag_magnitude,imu_temperature,gps_data_age_seconds,imu_data_age_seconds
443,2.0,29.0,16:52:22.200,2025-09-03T00:18:23.437975,,,,,,False,0.0,439.5,person,0.742,62.0,276.2,58.4,136.2,left,33.7,2025-08-27 16:52:22.307334,52:22.3,48.021,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.4047,0.0759,9.913,10.0123,14.35,1.246,13.381,19.66,-22.65,30.2,-222.95,226.12,44.11,0.918,0.004
443,3.0,30.0,16:52:22.200,2025-09-03T00:18:23.437975,,,,,,False,0.0,439.5,car,0.632,886.1,241.4,129.6,82.9,right,48.9,2025-08-27 16:52:22.307334,52:22.3,48.021,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.4047,0.0759,9.913,10.0123,14.35,1.246,13.381,19.66,-22.65,30.2,-222.95,226.12,44.11,0.918,0.004
443,4.0,21.0,16:52:22.200,2025-09-03T00:18:23.437975,,,,,,False,0.0,439.5,bus,0.662,1075.3,124.9,201.2,284.6,right,30.4,2025-08-27 16:52:22.307334,52:22.3,48.021,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.4047,0.0759,9.913,10.0123,14.35,1.246,13.381,19.66,-22.65,30.2,-222.95,226.12,44.11,0.918,0.004
444,4.0,21.0,16:52:22.300,2025-09-03T00:18:24.147973,,,,,,False,0.0,451.8,bus,0.588,1094.0,98.4,182.8,303.1,right,28.5,2025-08-27 16:52:22.408031,52:22.4,48.121,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.8254,-0.5793,9.6424,9.8308,-3.147,7.401,-12.857,15.165,-171.52,-366.93,-273.02,488.47,27.58,1.019,0.002
444,3.0,29.0,16:52:22.300,2025-09-03T00:18:24.147973,,,,,,False,0.0,451.8,person,0.706,45.2,275.4,63.7,140.3,left,32.8,2025-08-27 16:52:22.408031,52:22.4,48.121,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.8254,-0.5793,9.6424,9.8308,-3.147,7.401,-12.857,15.165,-171.52,-366.93,-273.02,488.47,27.58,1.019,0.002
444,1.0,3.0,16:52:22.300,2025-09-03T00:18:24.147973,,,,,,False,0.0,451.8,truck,0.77,323.7,195.6,205.6,220.3,left,43.0,2025-08-27 16:52:22.408031,52:22.4,48.121,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.8254,-0.5793,9.6424,9.8308,-3.147,7.401,-12.857,15.165,-171.52,-366.93,-273.02,488.47,27.58,1.019,0.002
444,2.0,30.0,16:52:22.300,2025-09-03T00:18:24.147973,,,,,,False,0.0,451.8,car,0.636,895.8,239.7,129.2,83.0,right,48.9,2025-08-27 16:52:22.408031,52:22.4,48.121,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.8254,-0.5793,9.6424,9.8308,-3.147,7.401,-12.857,15.165,-171.52,-366.93,-273.02,488.47,27.58,1.019,0.002
445,1.0,30.0,16:52:22.400,2025-09-03T00:18:24.877784,,,,,,False,0.0,446.1,car,0.666,912.0,235.7,139.6,85.1,right,47.7,2025-08-27 16:52:22.508982,52:22.5,48.222,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.4243,0.7321,9.5884,9.6256,-9.928,5.923,-19.427,22.606,-169.45,344.12,-548.08,668.97,32.49,1.12,-0.003
445,2.0,3.0,16:52:22.400,2025-09-03T00:18:24.877784,,,,,,False,0.0,446.1,truck,0.765,320.4,195.2,205.9,218.0,left,43.4,2025-08-27 16:52:22.508982,52:22.5,48.222,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.4243,0.7321,9.5884,9.6256,-9.928,5.923,-19.427,22.606,-169.45,344.12,-548.08,668.97,32.49,1.12,-0.003
445,3.0,29.0,16:52:22.400,2025-09-03T00:18:24.877784,,,,,,False,0.0,446.1,person,0.691,38.8,275.1,53.4,145.7,left,31.6,2025-08-27 16:52:22.508982,52:22.5,48.222,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.4243,0.7321,9.5884,9.6256,-9.928,5.923,-19.427,22.606,-169.45,344.12,-548.08,668.97,32.49,1.12,-0.003
445,4.0,21.0,16:52:22.400,2025-09-03T00:18:24.877784,,,,,,False,0.0,446.1,bus,0.539,1116.4,84.1,162.0,315.6,right,27.4,2025-08-27 16:52:22.508982,52:22.5,48.222,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.4243,0.7321,9.5884,9.6256,-9.928,5.923,-19.427,22.606,-169.45,344.12,-548.08,668.97,32.49,1.12,-0.003
446,1.0,29.0,16:52:22.500,2025-09-03T00:18:25.595309,,,,,,False,0.0,410.8,person,0.686,20.0,269.4,65.0,155.0,left,29.7,2025-08-27 16:52:22.609615,52:22.6,48.323,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.0812,0.115,9.8101,9.8111,7.365,-0.384,18.64,20.046,64.26,159.35,-319.66,362.91,44.95,1.22,-0.003
446,2.0,3.0,16:52:22.500,2025-09-03T00:18:25.595309,,,,,,False,0.0,410.8,bus,0.743,321.5,194.4,206.0,219.4,left,39.4,2025-08-27 16:52:22.609615,52:22.6,48.323,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.0812,0.115,9.8101,9.8111,7.365,-0.384,18.64,20.046,64.26,159.35,-319.66,362.91,44.95,1.22,-0.003
446,3.0,30.0,16:52:22.500,2025-09-03T00:18:25.595309,,,,,,False,0.0,410.8,car,0.648,921.8,238.0,146.9,86.4,right,46.9,2025-08-27 16:52:22.609615,52:22.6,48.323,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.0812,0.115,9.8101,9.8111,7.365,-0.384,18.64,20.046,64.26,159.35,-319.66,362.91,44.95,1.22,-0.003
447,1.0,29.0,16:52:22.600,2025-09-03T00:18:26.285007,,,,,,False,0.0,446.1,person,0.68,6.7,269.8,61.5,164.1,left,28.0,2025-08-27 16:52:22.710586,52:22.7,48.424,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.7641,0.4236,9.645,9.6845,-9.252,-2.775,-5.966,11.353,144.99,-201.11,-561.2,613.52,21.75,1.321,-0.006
447,2.0,3.0,16:52:22.600,2025-09-03T00:18:26.285007,,,,,,False,0.0,446.1,bus,0.737,321.9,190.6,203.2,222.6,left,38.9,2025-08-27 16:52:22.710586,52:22.7,48.424,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.7641,0.4236,9.645,9.6845,-9.252,-2.775,-5.966,11.353,144.99,-201.11,-561.2,613.52,21.75,1.321,-0.006
447,3.0,30.0,16:52:22.600,2025-09-03T00:18:26.285007,,,,,,False,0.0,446.1,car,0.666,924.7,235.9,158.2,86.8,right,46.7,2025-08-27 16:52:22.710586,52:22.7,48.424,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.7641,0.4236,9.645,9.6845,-9.252,-2.775,-5.966,11.353,144.99,-201.11,-561.2,613.52,21.75,1.321,-0.006
448,3.0,30.0,16:52:22.700,2025-09-03T00:18:26.995774,,,,,,False,0.0,441.1,car,0.652,938.9,245.1,153.8,84.1,right,48.2,2025-08-27 16:52:22.811369,52:22.8,48.525,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.2044,-0.011,9.6459,9.6481,13.243,2.236,-13.418,18.984,164.44,333.75,-219.35,431.91,18.9,1.422,0.012
448,1.0,3.0,16:52:22.700,2025-09-03T00:18:26.995774,,,,,,False,0.0,441.1,bus,0.735,321.3,204.2,197.5,215.9,left,40.1,2025-08-27 16:52:22.811369,52:22.8,48.525,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.2044,-0.011,9.6459,9.6481,13.243,2.236,-13.418,18.984,164.44,333.75,-219.35,431.91,18.9,1.422,0.012
448,2.0,29.0,16:52:22.700,2025-09-03T00:18:26.995774,,,,,,False,0.0,441.1,person,0.677,2.0,269.9,49.3,178.0,left,25.8,2025-08-27 16:52:22.811369,52:22.8,48.525,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.2044,-0.011,9.6459,9.6481,13.243,2.236,-13.418,18.984,164.44,333.75,-219.35,431.91,18.9,1.422,0.012
449,3.0,3.0,16:52:22.800,2025-09-03T00:18:27.714212,,,,,,False,0.0,439.6,truck,0.676,321.9,197.2,201.4,216.0,left,43.8,2025-08-27 16:52:22.912109,52:22.9,48.625,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.429,0.2028,9.7216,9.7332,3.745,8.116,15.636,18.01,-263.94,5.66,-409.37,487.12,27.55,1.523,0.01
449,2.0,3.0,16:52:22.800,2025-09-03T00:18:27.714212,,,,,,False,0.0,439.6,bus,0.713,321.8,199.9,199.9,216.0,left,40.1,2025-08-27 16:52:22.912109,52:22.9,48.625,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.429,0.2028,9.7216,9.7332,3.745,8.116,15.636,18.01,-263.94,5.66,-409.37,487.12,27.55,1.523,0.01
449,1.0,30.0,16:52:22.800,2025-09-03T00:18:27.714212,,,,,,False,0.0,439.6,car,0.668,953.7,239.4,168.0,86.8,right,46.7,2025-08-27 16:52:22.912109,52:22.9,48.625,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.429,0.2028,9.7216,9.7332,3.745,8.116,15.636,18.01,-263.94,5.66,-409.37,487.12,27.55,1.523,0.01
450,1.0,3.0,16:52:22.900,2025-09-03T00:18:28.425466,,,,,,False,0.0,441.9,bus,0.702,324.8,201.9,196.2,216.7,left,39.9,2025-08-27 16:52:23.012376,52:23.0,48.726,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.4937,-0.572,9.7503,9.7795,-14.586,-4.823,-12.004,19.496,265.05,79.53,-400.07,486.45,42.73,1.623,0.008
450,2.0,30.0,16:52:22.900,2025-09-03T00:18:28.425466,,,,,,False,0.0,441.9,car,0.635,967.9,239.1,181.3,89.8,right,45.2,2025-08-27 16:52:23.012376,52:23.0,48.726,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.4937,-0.572,9.7503,9.7795,-14.586,-4.823,-12.004,19.496,265.05,79.53,-400.07,486.45,42.73,1.623,0.008
451,1.0,30.0,16:52:23.000,2025-09-03T00:18:29.143335,,,,,,False,0.0,443.5,car,0.646,981.3,241.1,186.0,89.9,right,45.1,2025-08-27 16:52:23.113284,52:23.1,48.827,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.7464,0.3443,10.0672,10.1007,10.81,-8.928,-9.136,16.734,-234.37,-51.24,-306.37,389.12,23.77,1.724,0.008
451,2.0,3.0,16:52:23.000,2025-09-03T00:18:29.143335,,,,,,False,0.0,443.5,bus,0.672,324.9,203.4,198.9,219.7,left,39.4,2025-08-27 16:52:23.113284,52:23.1,48.827,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.7464,0.3443,10.0672,10.1007,10.81,-8.928,-9.136,16.734,-234.37,-51.24,-306.37,389.12,23.77,1.724,0.008
451,3.0,3.0,16:52:23.000,2025-09-03T00:18:29.143335,,,,,,False,0.0,443.5,truck,0.599,327.1,208.0,195.5,215.7,left,43.9,2025-08-27 16:52:23.113284,52:23.1,48.827,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.7464,0.3443,10.0672,10.1007,10.81,-8.928,-9.136,16.734,-234.37,-51.24,-306.37,389.12,23.77,1.724,0.008
452,5.0,31.0,16:52:23.100,2025-09-03T00:18:29.855615,,,,,,False,0.0,441.7,motorcycle,0.545,651.3,242.8,88.1,160.9,center,20.2,2025-08-27 16:52:23.213896,52:23.2,48.927,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.3312,0.5087,9.905,9.9235,-2.379,-5.21,-23.374,24.066,345.35,-84.03,-479.71,597.04,35.55,1.824,0.005
452,1.0,3.0,16:52:23.100,2025-09-03T00:18:29.855615,,,,,,False,0.0,441.7,bus,0.65,322.8,203.1,189.5,219.4,left,39.4,2025-08-27 16:52:23.213896,52:23.2,48.927,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.3312,0.5087,9.905,9.9235,-2.379,-5.21,-23.374,24.066,345.35,-84.03,-479.71,597.04,35.55,1.824,0.005
452,2.0,30.0,16:52:23.100,2025-09-03T00:18:29.855615,,,,,,False,0.0,441.7,car,0.634,992.3,235.4,174.1,87.2,right,46.5,2025-08-27 16:52:23.213896,52:23.2,48.927,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.3312,0.5087,9.905,9.9235,-2.379,-5.21,-23.374,24.066,345.35,-84.03,-479.71,597.04,35.55,1.824,0.005
452,3.0,31.0,16:52:23.100,2025-09-03T00:18:29.855615,,,,,,False,0.0,441.7,person,0.666,648.0,221.0,95.0,165.0,center,27.9,2025-08-27 16:52:23.213896,52:23.2,48.927,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.3312,0.5087,9.905,9.9235,-2.379,-5.21,-23.374,24.066,345.35,-84.03,-479.71,597.04,35.55,1.824,0.005
452,4.0,31.0,16:52:23.100,2025-09-03T00:18:29.855615,,,,,,False,0.0,441.7,motorcycle,0.594,654.3,279.8,83.8,118.8,center,27.3,2025-08-27 16:52:23.213896,52:23.2,48.927,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.3312,0.5087,9.905,9.9235,-2.379,-5.21,-23.374,24.066,345.35,-84.03,-479.71,597.04,35.55,1.824,0.005
453,3.0,31.0,16:52:23.200,2025-09-03T00:18:30.571504,,,,,,False,0.0,443.8,motorcycle,0.54,645.5,242.3,89.4,163.1,center,19.9,2025-08-27 16:52:23.314743,52:23.3,49.028,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.8174,0.7538,9.5851,9.7849,-10.805,-1.409,15.842,19.227,280.7,-341.35,-472.47,646.95,28.16,1.925,0.004
453,4.0,31.0,16:52:23.200,2025-09-03T00:18:30.571504,,,,,,False,0.0,443.8,person,0.522,647.2,230.2,84.9,159.5,center,28.8,2025-08-27 16:52:23.314743,52:23.3,49.028,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.8174,0.7538,9.5851,9.7849,-10.805,-1.409,15.842,19.227,280.7,-341.35,-472.47,646.95,28.16,1.925,0.004
453,1.0,3.0,16:52:23.200,2025-09-03T00:18:30.571504,,,,,,False,0.0,443.8,bus,0.681,315.2,200.9,189.9,221.9,left,39.0,2025-08-27 16:52:23.314743,52:23.3,49.028,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.8174,0.7538,9.5851,9.7849,-10.805,-1.409,15.842,19.227,280.7,-341.35,-472.47,646.95,28.16,1.925,0.004
453,2.0,30.0,16:52:23.200,2025-09-03T00:18:30.571504,,,,,,False,0.0,443.8,car,0.65,1006.1,233.0,178.2,89.9,right,45.1,2025-08-27 16:52:23.314743,52:23.3,49.028,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.8174,0.7538,9.5851,9.7849,-10.805,-1.409,15.842,19.227,280.7,-341.35,-472.47,646.95,28.16,1.925,0.004
453,5.0,31.0,16:52:23.200,2025-09-03T00:18:30.571504,,,,,,False,0.0,443.8,motorcycle,0.477,653.4,286.1,76.6,112.3,center,28.9,2025-08-27 16:52:23.314743,52:23.3,49.028,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.8174,0.7538,9.5851,9.7849,-10.805,-1.409,15.842,19.227,280.7,-341.35,-472.47,646.95,28.16,1.925,0.004
454,5.0,31.0,16:52:23.300,2025-09-03T00:18:31.297426,,,,,,False,0.0,447.0,motorcycle,0.446,641.7,290.3,67.6,105.3,center,30.8,2025-08-27 16:52:23.414919,52:23.4,49.128,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.1758,-0.1725,9.6612,9.6643,-8.31,3.634,-18.893,20.957,378.8,-141.54,-491.1,636.16,42.01,2.026,0.001
454,4.0,31.0,16:52:23.300,2025-09-03T00:18:31.297426,,,,,,False,0.0,447.0,person,0.47,631.8,232.5,83.1,152.8,center,30.1,2025-08-27 16:52:23.414919,52:23.4,49.128,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.1758,-0.1725,9.6612,9.6643,-8.31,3.634,-18.893,20.957,378.8,-141.54,-491.1,636.16,42.01,2.026,0.001
454,1.0,3.0,16:52:23.300,2025-09-03T00:18:31.297426,,,,,,False,0.0,447.0,bus,0.692,301.8,200.3,189.3,221.3,left,39.1,2025-08-27 16:52:23.414919,52:23.4,49.128,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.1758,-0.1725,9.6612,9.6643,-8.31,3.634,-18.893,20.957,378.8,-141.54,-491.1,636.16,42.01,2.026,0.001
454,2.0,30.0,16:52:23.300,2025-09-03T00:18:31.297426,,,,,,False,0.0,447.0,car,0.639,1017.9,235.1,179.5,88.6,right,45.8,2025-08-27 16:52:23.414919,52:23.4,49.128,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.1758,-0.1725,9.6612,9.6643,-8.31,3.634,-18.893,20.957,378.8,-141.54,-491.1,636.16,42.01,2.026,0.001
454,3.0,31.0,16:52:23.300,2025-09-03T00:18:31.297426,,,,,,False,0.0,447.0,motorcycle,0.466,638.4,252.4,81.1,147.8,center,22.0,2025-08-27 16:52:23.414919,52:23.4,49.128,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.1758,-0.1725,9.6612,9.6643,-8.31,3.634,-18.893,20.957,378.8,-141.54,-491.1,636.16,42.01,2.026,0.001
455,1.0,3.0,16:52:23.400,2025-09-03T00:18:32.017064,,,,,,False,0.0,443.4,bus,0.739,290.0,199.4,191.2,221.1,left,39.1,2025-08-27 16:52:23.514957,52:23.5,49.228,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.8976,-0.2592,10.0216,10.0651,4.504,-2.281,1.717,5.333,-38.89,-176.61,-372.86,414.41,25.87,2.126,-0.002
455,2.0,30.0,16:52:23.400,2025-09-03T00:18:32.017064,,,,,,False,0.0,443.4,car,0.665,1022.2,236.4,193.8,90.3,right,44.9,2025-08-27 16:52:23.514957,52:23.5,49.228,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.8976,-0.2592,10.0216,10.0651,4.504,-2.281,1.717,5.333,-38.89,-176.61,-372.86,414.41,25.87,2.126,-0.002
455,3.0,31.0,16:52:23.400,2025-09-03T00:18:32.017064,,,,,,False,0.0,443.4,motorcycle,0.456,637.0,302.7,65.8,94.6,center,34.3,2025-08-27 16:52:23.514957,52:23.5,49.228,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.8976,-0.2592,10.0216,10.0651,4.504,-2.281,1.717,5.333,-38.89,-176.61,-372.86,414.41,25.87,2.126,-0.002
455,4.0,31.0,16:52:23.400,2025-09-03T00:18:32.017064,,,,,,False,0.0,443.4,person,0.454,633.5,250.4,70.1,126.4,center,36.4,2025-08-27 16:52:23.514957,52:23.5,49.228,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.8976,-0.2592,10.0216,10.0651,4.504,-2.281,1.717,5.333,-38.89,-176.61,-372.86,414.41,25.87,2.126,-0.002
456,1.0,3.0,16:52:23.500,2025-09-03T00:18:32.729664,,,,,,False,0.0,442.2,bus,0.821,284.4,194.2,190.4,223.8,left,38.7,2025-08-27 16:52:23.615491,52:23.6,49.329,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.1574,-0.2626,9.7731,9.7779,-10.855,-8.573,5.05,14.725,-377.42,273.86,-550.11,721.15,30.87,2.226,-0.005
456,2.0,30.0,16:52:23.500,2025-09-03T00:18:32.729664,,,,,,False,0.0,442.2,car,0.669,1034.0,231.9,200.3,90.1,right,45.0,2025-08-27 16:52:23.615491,52:23.6,49.329,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.1574,-0.2626,9.7731,9.7779,-10.855,-8.573,5.05,14.725,-377.42,273.86,-550.11,721.15,30.87,2.226,-0.005
456,3.0,31.0,16:52:23.500,2025-09-03T00:18:32.729664,,,,,,False,0.0,442.2,person,0.489,625.5,230.5,70.0,144.3,center,31.9,2025-08-27 16:52:23.615491,52:23.6,49.329,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.1574,-0.2626,9.7731,9.7779,-10.855,-8.573,5.05,14.725,-377.42,273.86,-550.11,721.15,30.87,2.226,-0.005
456,4.0,31.0,16:52:23.500,2025-09-03T00:18:32.729664,,,,,,False,0.0,442.2,motorcycle,0.516,623.0,278.5,67.9,109.8,center,29.6,2025-08-27 16:52:23.615491,52:23.6,49.329,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.1574,-0.2626,9.7731,9.7779,-10.855,-8.573,5.05,14.725,-377.42,273.86,-550.11,721.15,30.87,2.226,-0.005
457,1.0,3.0,16:52:23.600,2025-09-03T00:18:33.437456,,,,,,False,0.0,447.8,bus,0.813,277.8,195.5,186.6,221.8,left,39.0,2025-08-27 16:52:23.716505,52:23.7,49.43,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.2706,0.4788,9.7999,9.8153,-5.621,3.309,-10.825,12.638,306.22,-362.89,-586.56,754.66,30.6,2.327,-0.006
457,2.0,30.0,16:52:23.600,2025-09-03T00:18:33.437456,,,,,,False,0.0,447.8,car,0.671,1050.8,229.9,195.9,97.7,right,41.5,2025-08-27 16:52:23.716505,52:23.7,49.43,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.2706,0.4788,9.7999,9.8153,-5.621,3.309,-10.825,12.638,306.22,-362.89,-586.56,754.66,30.6,2.327,-0.006
457,3.0,32.0,16:52:23.600,2025-09-03T00:18:33.437456,,,,,,False,0.0,447.8,person,0.611,602.0,219.0,75.0,154.0,center,29.8,2025-08-27 16:52:23.716505,52:23.7,49.43,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.2706,0.4788,9.7999,9.8153,-5.621,3.309,-10.825,12.638,306.22,-362.89,-586.56,754.66,30.6,2.327,-0.006
457,4.0,31.0,16:52:23.600,2025-09-03T00:18:33.437456,,,,,,False,0.0,447.8,motorcycle,0.536,604.1,267.6,79.9,125.3,center,25.9,2025-08-27 16:52:23.716505,52:23.7,49.43,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.2706,0.4788,9.7999,9.8153,-5.621,3.309,-10.825,12.638,306.22,-362.89,-586.56,754.66,30.6,2.327,-0.006
457,5.0,31.0,16:52:23.600,2025-09-03T00:18:33.437456,,,,,,False,0.0,447.8,motorcycle,0.505,612.4,300.1,66.0,94.3,center,34.4,2025-08-27 16:52:23.716505,52:23.7,49.43,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,-0.2706,0.4788,9.7999,9.8153,-5.621,3.309,-10.825,12.638,306.22,-362.89,-586.56,754.66,30.6,2.327,-0.006
458,4.0,31.0,16:52:23.700,2025-09-03T00:18:34.162778,,,,,,False,0.0,442.9,motorcycle,0.533,601.6,295.8,68.8,95.5,center,34.0,2025-08-27 16:52:23.816662,52:23.8,49.53,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.046,0.5152,9.7785,9.8477,-4.423,-7.952,-21.884,23.701,307.23,-120.49,-404.56,522.09,29.76,2.427,0.011
458,3.0,32.0,16:52:23.700,2025-09-03T00:18:34.162778,,,,,,False,0.0,442.9,person,0.621,595.7,218.3,74.3,149.8,center,30.7,2025-08-27 16:52:23.816662,52:23.8,49.53,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.046,0.5152,9.7785,9.8477,-4.423,-7.952,-21.884,23.701,307.23,-120.49,-404.56,522.09,29.76,2.427,0.011
458,1.0,30.0,16:52:23.700,2025-09-03T00:18:34.162778,,,,,,False,0.0,442.9,car,0.703,1057.2,224.4,205.1,98.6,right,41.1,2025-08-27 16:52:23.816662,52:23.8,49.53,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.046,0.5152,9.7785,9.8477,-4.423,-7.952,-21.884,23.701,307.23,-120.49,-404.56,522.09,29.76,2.427,0.011
458,2.0,3.0,16:52:23.700,2025-09-03T00:18:34.162778,,,,,,False,0.0,442.9,bus,0.82,263.9,188.1,194.6,230.4,left,37.6,2025-08-27 16:52:23.816662,52:23.8,49.53,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,1.046,0.5152,9.7785,9.8477,-4.423,-7.952,-21.884,23.701,307.23,-120.49,-404.56,522.09,29.76,2.427,0.011
459,1.0,30.0,16:52:23.800,2025-09-03T00:18:34.889278,,,,,,False,0.0,448.4,car,0.726,1070.4,224.1,200.1,101.7,right,39.9,2025-08-27 16:52:23.917642,52:23.9,49.631,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.3057,-0.3097,9.971,9.9805,-5.436,5.84,1.232,8.073,174.89,362.9,-514.22,653.22,18.1,2.528,0.01
459,2.0,3.0,16:52:23.800,2025-09-03T00:18:34.889278,,,,,,False,0.0,448.4,bus,0.795,252.1,195.7,199.8,227.3,left,38.1,2025-08-27 16:52:23.917642,52:23.9,49.631,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.3057,-0.3097,9.971,9.9805,-5.436,5.84,1.232,8.073,174.89,362.9,-514.22,653.22,18.1,2.528,0.01
459,3.0,32.0,16:52:23.800,2025-09-03T00:18:34.889278,,,,,,False,0.0,448.4,person,0.647,586.1,223.7,73.4,145.7,center,31.5,2025-08-27 16:52:23.917642,52:23.9,49.631,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.3057,-0.3097,9.971,9.9805,-5.436,5.84,1.232,8.073,174.89,362.9,-514.22,653.22,18.1,2.528,0.01
459,4.0,31.0,16:52:23.800,2025-09-03T00:18:34.889278,,,,,,False,0.0,448.4,motorcycle,0.521,593.5,300.1,65.4,93.7,center,34.6,2025-08-27 16:52:23.917642,52:23.9,49.631,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.3057,-0.3097,9.971,9.9805,-5.436,5.84,1.232,8.073,174.89,362.9,-514.22,653.22,18.1,2.528,0.01
459,5.0,32.0,16:52:23.800,2025-09-03T00:18:34.889278,,,,,,False,0.0,448.4,motorcycle,0.594,581.8,238.6,75.2,144.5,center,22.5,2025-08-27 16:52:23.917642,52:23.9,49.631,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.3057,-0.3097,9.971,9.9805,-5.436,5.84,1.232,8.073,174.89,362.9,-514.22,653.22,18.1,2.528,0.01
460,3.0,32.0,16:52:23.900,2025-09-03T00:18:35.611906,,,,,,False,0.0,446.2,person,0.612,572.1,231.9,77.9,141.4,center,32.5,2025-08-27 16:52:24.018652,52:24.0,49.732,26.66520483,92.76842633,74.4,25.931704,339.78,1,6,1.36,0.1729,-0.1428,9.9806,9.9831,1.642,-5.088,-19.341,20.066,321.54,-159.24,-349.4,500.83,22.41,2.629,0.008
